1940,Benny Goodman
1940,Zarah Leander
1940,Helen O'connell
1940,Vera Lynn
1940,The Crew Cuts
1940,Rosemary Clooney
1940,Sidney Bechet
1940,Artie Shaw
1940,Helen Forrest
1940,The Ink Spots
1940,Al Jolson
1940,Louis Armstrong & Duke Ellington
1940,Jane Froman
1940,Lale Andersen
1940,Cole Porter
1940,Fred Astaire
1940,The Mills Brothers
1940,Pierre Schaeffer
1940,Gene Kelly
1940,Roy Acuff
1940,Danny Kaye
1940,Victoria Spivey
1940,Alice Faye
1940,Various Artists
1940,Paul Robeson
1940,Rita Hayworth
1940,Pearl Bailey
1940,Frankie Lymon and The Teenagers
1940,Kitty Kallen
1940,Jo Stafford
1940,Gene Austin
1940,Burl Ives
1940,Billy Eckstine
1940,Artie Shaw and His Orchestra
1940,Gene Autry
1940,The McGuire Sisters
1940,Kay Kyser
1940,Margaret Whiting
1940,Martha Tilton
1940,Dick Haymes
1940,Helen Kane
1940,Quartetto Cetra
1940,Les Brown
1940,Ethel Waters
1940,Sophie Tucker
1940,Mick's Washboard
1940,Jeri Southern
1940,The Weavers
1940,Noël Coward
1940,Guy Lombardo
1940,Tapio Rautavaara
1940,Reino Helismaa
1940,Betty Grable
1940,Paul Whiteman
1940,Fréhel
1940,Harmony Sisters
1940,Maurice Ravel
1940,Rudy Vallee
1940,Duke Ellington & His Orchestra
1940,"Harry ""The Hipster"" Gibson"
1940,Barney Bigard
1940,Olavi Virta
1940,Henry Theel
1940,Charlie Haden Quartet West
1940,Hans Albers
1940,Kay Kyser & His Orchestra
1940,Una Mae Carlisle
1940,Count Basie & His Orchestra
1940,Beryl Davis
1940,Ginger Rogers
1940,Arthur Crudup
1940,Arnold Bax
1940,Aileen Stanley
1940,Mae West
1940,The Merry Macs
1940,Metro-Tytöt
1940,Georg Malmstén
1940,Dodo Marmarosa
1940,Ture Ara
1940,Eero Väre
1940,Metropole Orkest
1940,Lucky Millinder And His Orchestra
1940,Sergei Vasilievich Rachmaninoff
1940,Margot Hielscher
1940,The Metropole Orchestra
1940,Archie Bleyer
1940,The Ramblers
1940,Glenn Miller
1940,Ella Mae Morse & Freddie Slack
1940,George Burns
1940,Glenn Miller and his Army Air Force Band
1940,Tommy Dorsey
1940,Veikko Tuomi
1940,The Star Spangled Singers
1940,Arthur Smith & His Crackerjacks
1940,The Clock
1940,Norske Legion
1940,Jo Stafford with Paul Weston & His Orchestra
1940,Rhonda Fleming
1940,Klaas van Beeck en zijn dansorkest
1940,Slim Gaillard -
1940,Cab Calloway
1940,Lalo Y Sus Cinco Lobos
1940,Sister Rosetta Tharpe & Lucky Millinder
1940,Bob Lamm
1940,Virginia O'Brien
1940,Gracie Allen
1940,Tallulah Bankhead
1940,Frank Johnson's Fabulous Dixielanders
1940,Greg Holmes
1940,V.I. Agapkin
1940,Jim Riggs
1940,The Canadian Band of the A.E.F.
1940,Alan Gresik Swing Shift Orchestra
1940,Kustaa Järvinen
1940,The Bootleg Swingband
1940,Benny Goodman & his Orchestra;Label Copy Conversion/Sony Music Special Products Unknown
1940,1930s and 1940s Music
1940,Sal Doof
1940,Sem Nijveen
1940,AVRO Dance Band
1940,Jacques Pet
1940,Original Victoria Band
1940,Les Welch
1940,Les Welch and his Eight Beat Boys
1940,The Southern Jazz Group
1940,The Esquire Five
1940,霧島 昇･並木路子
1940,Jack Daly
1940,Crime Doctor
1940,Les Welch
1940,Les Welch and his Eight Beat Boys
1940,The Southern Jazz Group
1940,The Esquire Five
1940,霧島 昇･並木路子
1940,Jack Daly
1940,Crime Doctor
1940,Les Welch
1940,Les Welch and his Eight Beat Boys
1940,The Southern Jazz Group
1940,The Esquire Five
1940,霧島 昇･並木路子
1940,Jack Daly
1940,Crime Doctor
1940,Les Welch
